ID,Name,Age,State,Department,Room Floor,Fees
6399,Nik Wilson,28,Terengganu,FTMK,8,"RM1,500"
3121,Olivia Johnson,25,Malacca,FTKEK,6,"RM1,000"
9486,Olivia Ahnaf,20,Malacca,FTMK,1,"RM1,000"
7744,Ava Walker,31,Malacca,FTKEK,2,"RM1,000"
4935,George Wilson,36,Malacca,FTMK,3,"RM1,000"
8295,Wan Haikal,45,Kedah,FTKEK,8,"RM1,000"
2213,Sulaiman Khadijah,33,Kedah,FTKEK,3,RM500
6928,Ismail Fatima,26,Malacca,FPTT,3,"RM1,500"
7332,Idris Patel,32,Terengganu,FTKEK,3,"RM1,500"
118,Jack Huda,40,Kedah,FTKEK,1,RM500
3274,Najib Brown,37,Terengganu,FPTT,7,"RM1,000"
4545,Sophia Patel,37,Kedah,FTMK,9,"RM1,000"
777,Oscar Haikal,40,Terengganu,FTKEK,3,"RM1,500"
8195,Ismail Evans,43,Kedah,FTMK,4,RM500
9266,Olivia Yasmin,22,Kedah,FPTT,3,RM500
7503,Alfie Ahnaf,31,Malacca,FPTT,9,RM500
4780,Emily Jones,23,Terengganu,FPTT,7,RM500
3247,George Lewis,33,Malacca,FPTT,2,RM500
5450,Emily Johnson,29,Malacca,FTMK,6,RM500
5730,Nordin Sabrina,19,Terengganu,FPTT,6,RM500
2891,Nordin Azlan,45,Malacca,FPTT,4,"RM1,500"
3107,Tariq Fatima,22,Malacca,FTKEK,4,"RM1,000"
7434,Idris Sabrina,26,Kedah,FTKEK,2,"RM1,000"
6530,Khalid Zuraidah,42,Terengganu,FTKEK,9,"RM1,500"
3424,Poppy Khairul,20,Johor,FTMK,1,"RM1,500"
9724,Isla Zuraini,22,Terengganu,FTKEK,4,RM500
8569,Tengku Taylor,47,Johor,FPTT,9,"RM1,000"
4293,Grace Ahnaf,20,Malacca,FTKEK,5,RM500
3638,Amelia Huda,27,Kedah,FTKEK,9,"RM1,000"
421,Amelia Masyitah,29,Malacca,FPTT,5,"RM1,000"
123,Olivia Jones,34,Kedah,FPTT,9,"RM1,000"
6282,Omar Liyana,20,Johor,FTKEK,7,"RM1,000"
2405,George Lewis,30,Malacca,FPTT,9,RM500
385,Ava Robinson,33,Kedah,FPTT,8,"RM1,000"
4717,Noah Asraf,29,Johor,FTKEK,3,"RM1,500"
2666,Bilal Wilson,20,Selangor,FTMK,8,"RM1,000"
5942,Sophie Hana,32,Kedah,FPTT,9,RM500
6244,Najib Williams,44,Malacca,FTKEK,2,RM500
3128,Ibrahim Walker,28,Malacca,FPTT,9,RM500
8962,Amsyar Mariam,19,Malacca,FTMK,1,RM500
8608,Khalid Singh,21,Terengganu,FPTT,5,"RM1,000"
6918,Noah Jones,21,Selangor,FTKEK,8,"RM1,500"
5330,Amelia Brown,33,Johor,FTKEK,4,RM500
2704,Bilal Aisha,27,Johor,FTMK,8,RM500
7482,Jibril Lubna,22,Terengganu,FTKEK,1,"RM1,500"
1550,Zayd Masyitah,38,Malacca,FTKEK,5,"RM1,000"
7727,Musa Azlan,43,Malacca,FTMK,5,RM500
930,Najib Huda,33,Selangor,FTKEK,2,RM500
7331,Jacob Hall,43,Kedah,FTKEK,5,"RM1,500"
7984,Ali Sabrina,40,Johor,FTKEK,7,"RM1,000"
4677,Oscar Huda,35,Terengganu,FPTT,1,"RM1,000"
6289,Olivia Smith,34,Kedah,FTMK,7,"RM1,000"
7475,Jibril Hall,40,Selangor,FTMK,5,"RM1,000"
8300,Sulaiman Sara,36,Malacca,FTMK,6,"RM1,000"
4743,Zayd Wright,31,Malacca,FPTT,1,"RM1,500"
8090,Adam Sabrina,20,Terengganu,FTKEK,5,RM500
1705,Muhamad Naima,46,Johor,FPTT,2,"RM1,000"
726,Tengku Liyana,38,Terengganu,FTMK,5,RM500
2117,Ali Safiya,40,Johor,FTKEK,3,"RM1,500"
5975,Oliver Wright,22,Selangor,FTMK,5,"RM1,500"
1221,Charlie Thompson,19,Selangor,FTKEK,6,"RM1,500"
931,Kasturi Walker,35,Terengganu,FTKEK,9,"RM1,500"
326,Zayd Yasmin,32,Johor,FTMK,1,RM500
1277,Jibril Nour,27,Malacca,FTKEK,3,"RM1,500"
5489,Mahathir Khairul,20,Johor,FTMK,7,RM500
2344,Alfie Davies,42,Kedah,FTKEK,6,"RM1,000"
3775,Amelia White,43,Kedah,FPTT,3,RM500
9213,Olivia Yasmin,48,Johor,FPTT,5,"RM1,000"
1874,Jibril Patel,23,Terengganu,FPTT,6,RM500
90,Mustafa Zuraidah,30,Malacca,FTMK,3,"RM1,500"
8974,Jacob Zuraini,46,Johor,FTKEK,4,"RM1,500"
6375,Oscar Green,34,Selangor,FPTT,1,RM500
7107,Noah Patel,48,Malacca,FTKEK,5,"RM1,000"
4850,Sophia Hall,26,Kedah,FTMK,9,"RM1,500"
3084,Muhamad Green,29,Johor,FTMK,9,RM500
5865,Muhammad Wright,39,Selangor,FTKEK,7,"RM1,000"
9790,Najib Green,35,Kedah,FTKEK,1,RM500
5807,Tengku Taylor,41,Malacca,FTKEK,8,"RM1,000"
3098,Jacob Smith,40,Terengganu,FPTT,8,"RM1,500"
6701,Yusuf Zuraidah,43,Johor,FTMK,1,"RM1,500"
3755,Wan Hall,46,Kedah,FPTT,3,"RM1,000"
1060,Idris Lewis,31,Kedah,FTKEK,6,"RM1,000"
7356,Harry Mastura,38,Selangor,FTKEK,5,"RM1,000"
1387,Alfie Lubna,40,Selangor,FPTT,3,RM500
9996,Hassan Cooper,28,Malacca,FPTT,1,"RM1,000"
5490,Olivia Sumayyah,37,Kedah,FTKEK,6,"RM1,500"
4520,Grace Syerina,35,Kedah,FPTT,6,"RM1,000"
4496,Amsyar Mariam,37,Johor,FPTT,5,"RM1,500"
3132,Mahathir Singh,22,Kedah,FTMK,2,RM500
9307,Abdullah Sabrina,33,Terengganu,FTMK,2,"RM1,500"
3404,George Zuraidah,29,Johor,FTKEK,7,RM500
7341,Hamza Naima,31,Kedah,FTKEK,6,"RM1,500"
3472,Ismail White,22,Terengganu,FTKEK,8,RM500
5341,Abdul Najiah,34,Kedah,FTKEK,4,"RM1,000"
5038,Oliver Haikal,37,Johor,FTKEK,3,RM500
719,Zayd Farida,46,Selangor,FTKEK,3,"RM1,000"
4685,Ali Murphy,23,Malacca,FPTT,5,"RM1,000"
9581,Emily Evans,30,Kedah,FTMK,5,RM500
6502,Omar Azlan,27,Johor,FTMK,9,"RM1,000"
4927,Isla Walker,32,Malacca,FPTT,9,"RM1,500"
242,Abdullah Robinson,31,Selangor,FTMK,2,"RM1,500"
2053,Kasturi Zuraidah,41,Johor,FTMK,2,"RM1,000"
5781,James Azlan,40,Malacca,FPTT,2,RM500
7594,Olivia Zuraidah,22,Selangor,FPTT,1,RM500
5407,Idris Singh,39,Johor,FTKEK,5,"RM1,000"
3330,Charlie Zainab,19,Terengganu,FTMK,9,"RM1,500"
4427,Idris Wright,29,Terengganu,FTKEK,3,RM500
9688,Amsyar Najiah,39,Johor,FTKEK,4,"RM1,500"
9263,Anwar Fatimah,40,Terengganu,FPTT,6,RM500
2283,Jacob Smith,42,Terengganu,FTMK,2,"RM1,000"
1128,Jibril Zuhairy,21,Kedah,FTMK,1,RM500
6574,George Lewis,46,Johor,FTKEK,7,RM500
2114,Raja Cooper,32,Malacca,FPTT,2,"RM1,500"
8751,Mahathir Sabrina,26,Terengganu,FPTT,1,RM500
7074,Jack Haikal,42,Malacca,FTMK,5,"RM1,000"
77,George Zuraini,40,Terengganu,FTMK,5,"RM1,000"
7354,Zayd Khadijah,45,Selangor,FTKEK,5,RM500
9899,Olivia Zuraidah,39,Malacca,FPTT,7,"RM1,500"
1512,Adam Davies,46,Johor,FPTT,9,RM500
1480,Nordin Zuraidah,34,Johor,FTKEK,3,"RM1,000"
539,George Haikal,36,Kedah,FTKEK,5,RM500
3765,Sulaiman Haikal,21,Malacca,FTKEK,6,"RM1,000"
5818,Nasir Zuhairy,34,Johor,FPTT,6,"RM1,000"
1940,George Edwards,27,Kedah,FTMK,1,RM500
6979,Idris Nour,39,Johor,FTKEK,7,RM500
5113,Harry Lubna,22,Malacca,FTMK,1,"RM1,500"
9495,Isabella Green,45,Selangor,FTMK,7,"RM1,000"
2561,George Munira,21,Johor,FPTT,5,"RM1,000"
6801,Oscar Fatima,48,Terengganu,FTMK,9,"RM1,500"
6906,Jack Green,35,Kedah,FTMK,5,RM500
693,Tengku Lubna,41,Malacca,FTKEK,6,"RM1,000"
3580,Rashid Sabrina,46,Selangor,FTKEK,3,RM500
9011,Khalid Edwards,36,Terengganu,FTMK,6,RM500
1389,Amelia Munira,41,Johor,FTMK,3,RM500
8545,Olivia Zuraidah,21,Terengganu,FTMK,2,"RM1,000"
665,Zayd Murphy,31,Johor,FTKEK,5,"RM1,000"
6907,Harry Sara,48,Johor,FPTT,7,RM500
2933,Isla Liyana,34,Terengganu,FTMK,7,RM500
1103,Freddie Liyana,41,Kedah,FPTT,7,RM500
5614,Hassan Patel,28,Selangor,FTMK,3,"RM1,500"
